Gene Name	log2FoldChange	pvalue	padj
LPAR6	0.744140008	0.47708375	NA
LYSMD2.2	0.416379347	0.477113366	0.620079059
NCKAP5	0.286039951	0.477137173	0.620079059
OR6A2	0.383374555	0.477176261	0.620079059
YARS2	-0.640828038	0.477380917	NA
D21S2088E	-0.482631876	0.477395583	0.620312461
SNTG2	-0.517252527	0.477439662	NA
PSMC3	0.908543966	0.477619118	NA
ATP6V1F	-0.539963693	0.477933369	NA
CBR1	-0.622204117	0.477967799	NA
FOXM1	0.180836867	0.478011641	0.621061286
PRKCA	0.24243999	0.478071915	0.62108794
C4orf50	0.509118611	0.478158782	0.621128503
RGPD4	-0.779474891	0.478170939	NA
PDE6C	0.756440055	0.478182663	0.621128503
LOC101928517	-0.826596463	0.478187792	NA
LOC101929532	-0.505716081	0.478351788	0.621227147
SERPINB8	-0.224951332	0.478416126	0.621227147
RAB3GAP2	0.424012921	0.47843459	NA
COX17	0.617847694	0.478436903	NA
GPRIN1	0.115608005	0.478445414	0.621227147
COX4I2	-0.400396478	0.478452334	0.621227147
TTI2	0.131125454	0.478457449	0.621227147
SLC7A11-AS1	0.413147844	0.478534593	0.621275671
DRG1	-0.565019949	0.478538357	NA
H6PD.1	0.541323246	0.478610146	NA
COIL	0.285102704	0.478649203	0.621372824
LOC112267934	0.971207807	0.478687023	NA
MPEG1	1.04678868	0.478784592	0.621403768
C9orf152	-0.327246568	0.478795664	0.621403768
TMEM181	0.35833852	0.478815955	0.621403768
KAT6B	-0.60844609	0.478825219	NA
CDON.1	0.205476867	0.478832159	0.621403768
CIB1	0.868419877	0.478853808	NA
LIMS1	0.499821533	0.478884559	0.621420145
MAPK12	-0.208788894	0.479043939	0.621533702
CNTNAP4	0.405075744	0.479051647	0.621533702
H1-10-AS1	0.268339845	0.47949514	0.622057435
TUBA3E	-0.473310209	0.479650346	0.622206764
RPE65	-0.311070892	0.479689909	0.622206764
LINC00235	0.276961166	0.479768644	0.622228463
LOC100506271	-0.458974591	0.479786303	0.622228463
ZNF131.1	-0.697539187	0.479863625	NA
HSBP1L1	0.653448433	0.479936737	NA
SMTN	-0.535566997	0.48011316	NA
NPHP3-AS1.1	-0.26250412	0.480143321	0.622606033
TNFRSF10D	-0.435494938	0.480160969	0.622606033
CYP27C1.1	-0.678483612	0.480190249	NA
TAOK1	0.754812384	0.480190269	NA
LINC00620	-0.193858338	0.480197009	0.622606033
RTKN2.1	0.199376725	0.480446005	0.622830354
ATPSCKMT	-0.466252015	0.480449764	0.622830354
FBXL19	0.375202835	0.480523315	0.62287401
SC5D.1	-0.612395345	0.480652898	0.622990286
PFKFB3	0.428961135	0.480722318	0.623028567
HPCAL1.2	0.247100106	0.480833251	0.623120642
PADI2	-0.936010666	0.480916202	0.623153983
UBQLNL	1.386053726	0.480938763	0.623153983
CYP2T1P	-0.268216472	0.481001328	0.623157208
ZNF807P	0.46988174	0.481021037	0.623157208
LRIG3	0.573984094	0.481137743	NA
COX7C	1.290831387	0.481142892	NA
BICRA	0.183043701	0.481159423	0.623284795
ATRNL1.1	0.475541561	0.481227205	0.62332091
PLAAT1	-0.635228621	0.48132289	0.623393157
MAPK8IP2	0.773573712	0.481330719	NA
FCHO1.1	0.205205801	0.481428942	0.623478818
SLC25A26	0.81141216	0.481437369	NA
PLEKHH2	0.462571308	0.481504348	0.623524779
RASL10A	-0.736124354	0.481578027	NA
MEMO1	-0.728027003	0.481605923	NA
VPS29.1	-0.202585738	0.481608624	0.623608117
GON7	-0.529738083	0.481720243	NA
PWRN1	-0.128979428	0.481790975	0.623791181
ABCA2.1	-0.655533343	0.481870948	0.623791181
CTBP2	-1.049341713	0.481886825	NA
C11orf53	-0.840469055	0.4819068	NA
ZNF135.1	0.453752827	0.481914898	0.623791181
SLC25A34-AS1	-0.227299172	0.481914954	0.623791181
WIPF1	-0.408607972	0.481949668	0.623791181
DGKZ.3	-0.368669901	0.481993545	0.623796285
TRIM52-AS1.1	0.348357897	0.482114726	0.623901428
FYB2	-0.577473932	0.482165606	0.623915584
RPS29.1	0.439754362	0.482377287	0.624137795
TMEM97	-0.574053492	0.482739794	NA
INTS13	-1.053362641	0.482822157	NA
CENPW	0.758650799	0.483013142	NA
LOC101927974.2	0.93222607	0.483041903	NA
DTYMK.1	0.251022268	0.483067031	0.624978474
STEAP1	-0.891762907	0.483078186	NA
NANP	-1.193633594	0.48310747	NA
SLMAP.1	-0.36132449	0.483156738	0.625042766
CTXN3.1	0.546838511	0.483214356	0.62506554
PPP3CB	0.538117453	0.483222321	NA
KIAA1549L	0.67329041	0.483224004	NA
LOC101929550	0.281175509	0.483282442	0.625076344
ZBTB11	0.414359854	0.483302739	0.625076344
ATOX1	-1.11822855	0.483312593	NA
SCLT1.1	-0.406285625	0.48338834	0.625135297
SLC26A6.1	0.302005393	0.483711223	0.625501077
SMTN.1	0.498202895	0.483867311	NA
GOLGA6A	0.880885127	0.483882929	NA
C8orf37	0.22726816	0.483900434	0.625693955
FUNDC2	-0.723051034	0.483914591	NA
KXD1	-0.786811096	0.484059141	NA
GFAP.1	-0.286743761	0.484122264	0.625928976
PAQR7	-0.240362965	0.48420513	0.625984304
NDUFA11.1	0.991077278	0.484385703	NA
HAGLROS	-1.165083779	0.484647436	NA
TBCB.1	0.913924661	0.484663202	NA
TFR2	-0.702436529	0.484749861	NA
PNPLA7	0.18867562	0.484814041	0.62671964
ANKRD12.1	-0.671863726	0.48486488	NA
ANKRD20A1	0.459084954	0.484925062	0.626811286
LOC100133091	0.568709261	0.485035345	0.626901963
RPL31	0.364376783	0.48510922	0.626945571
CSNK1E	-0.413384695	0.485315954	NA
SNORD70B	0.778863338	0.485320674	NA
MIR3685	-0.299417298	0.485352755	0.627208421
STON1	-0.817190076	0.485373504	NA
MED15.1	-1.918016483	0.485432489	NA
C3orf49	-0.607217172	0.485499608	0.627346296
MIR3183	0.482251406	0.485521053	NA
PTGIR	-0.375463123	0.485603623	0.6274288
TACSTD2	1.076621767	0.485655399	NA
SNORA62	0.579361177	0.485697257	NA
LOC102724720	-0.312548784	0.485795128	0.627576518
BRCC3	0.237017399	0.485798301	0.627576518
HASPIN	0.692819246	0.486061512	NA
PRKD1	0.844441463	0.486091196	NA
LINC00494	0.583476298	0.486123447	NA
LOC101926905	0.45320789	0.486188899	0.627997
NOP2.1	-0.302116151	0.486204194	0.627997
NUDT14.1	-0.992170064	0.486234276	NA
SNORA67	-0.263663586	0.486321302	0.628096326
CLOCK	-0.246067619	0.486528435	0.628311895
TOMM7	0.37587657	0.486622079	0.628370082
SAP30L	0.321746739	0.486653943	0.628370082
GPR108	0.700323085	0.486734268	NA
LINC00701	-1.034877865	0.486769594	0.628431384
PRSS42P	0.744211357	0.48678188	0.628431384
THRA	0.904897538	0.486838625	NA
BHLHE40	-0.84786878	0.4869641	NA
ATXN10	-0.28576377	0.487074645	0.628665249
TMEM31	0.222398241	0.487081706	0.628665249
ZNF644.1	0.476734546	0.487083766	0.628665249
DCBLD2	-0.290191495	0.487153522	0.628703335
PPP2R2C.1	-0.468152849	0.487293157	0.628831591
GAD2	-0.435818204	0.487390413	0.628855609
LINC00710	-0.462688341	0.487392283	0.628855609
FAM111B	1.078067452	0.487407371	NA
HHIPL1.1	0.794229295	0.487410861	NA
BRSK1	-0.295616943	0.48757759	0.629042743
KHDRBS1.1	0.619264037	0.487608386	NA
AMBP	-0.551152322	0.487687153	NA
KCP.1	0.321317842	0.487779485	0.629251246
CHD3	-0.913758255	0.487945618	NA
FBLN1.2	0.905932431	0.487985544	NA
USP3.1	-0.300155773	0.488222792	0.629771117
POLR2E	-0.27322434	0.488288711	0.629804142
RABGAP1L.2	0.785775977	0.488325003	NA
JUP.1	-0.792991308	0.488519366	NA
OGFOD2.1	0.342291991	0.488592361	0.630143764
PLCXD3	0.750714098	0.488793078	NA
LINC02265	0.557755627	0.488855519	NA
VDAC2	0.409195549	0.488912893	0.630505102
ZNF331.3	0.699440388	0.489018008	NA
VHLL	-0.330755155	0.489031776	0.630579754
LHX1	-0.127419294	0.489051515	0.630579754
BID	-0.8097943	0.489187119	NA
PDE4B.4	-0.47878856	0.489311224	0.630824511
SRMS	0.499908053	0.489322105	0.630824511
ZNF790.2	-0.770579391	0.489341709	NA
SNTG1.2	-0.828859306	0.48940154	NA
ITGA9-AS1	-0.551825409	0.489416271	0.630846808
CATSPER2P1	-0.545595533	0.489457538	0.630846808
ZNHIT6	-0.393015991	0.48948073	0.630846808
SUSD5	0.441627471	0.489500938	0.630846808
OR52N4	-0.790366839	0.489515446	NA
SNORD14C	-0.188074955	0.489848602	0.631145771
CORO1A	0.108016995	0.489851101	0.631145771
LINC01030	0.373329549	0.489854128	0.631145771
LOC101927830	0.199488938	0.489979541	0.631255292
LINC00184	-0.460210976	0.490124482	0.63138995
SYDE1	0.667297374	0.490130735	NA
ZBTB9	0.909053418	0.490134505	NA
MSANTD3.2	0.633065291	0.490135155	NA
MAX	-0.330160165	0.490165476	0.63139069
BUD23.1	0.251117348	0.49048596	0.631751417
MIR550A3	0.152582091	0.490549891	0.631781668
RFC3.1	0.197292802	0.490667108	0.631880535
IFNA2	-1.13880589	0.490744551	NA
POU5F1B	-0.457933612	0.490786769	0.631982534
TXK	-0.437077496	0.49079019	NA
TGFBRAP1	-1.098833923	0.490812691	NA
PTPN2.2	0.644448531	0.49088214	NA
ESRRG.1	0.670780961	0.490897531	NA
MYADM.2	0.762305352	0.490978092	0.632176786
RAPGEF5.2	-0.767806079	0.491015351	NA
USP22	0.649105149	0.4911371	NA
FAM86B3P.1	-1.100053032	0.49115242	NA
LOC105373553	-0.493178803	0.491202938	0.632346618
LOC646548	-0.365202016	0.491240414	0.632346618
ZNF30-AS1	-0.340691962	0.491299208	0.632346618
RPL21P28	1.111703836	0.491307637	0.632346618
ST8SIA2	0.340644334	0.491312394	0.632346618
SREK1IP1	0.724022648	0.491335997	NA
WASF3.1	0.790850789	0.491420613	NA
KANSL3.3	-0.626578197	0.491421396	NA
GALNT9.1	0.318324283	0.491576394	0.632587226
TTC39C-AS1	-0.331305583	0.49158033	0.632587226
CDS2	0.071586778	0.491724497	0.632720623
LOC101928008	0.750770857	0.491842008	0.632819703
PIK3R6	0.494854194	0.491916036	NA
INHBB	-0.279401747	0.49202189	0.632999008
RNF152	-0.499497031	0.492152394	NA
PSME4	-0.341595408	0.492231766	0.633216868
SNORD116-30	0.735977061	0.492278465	NA
FRZB	0.281539579	0.492296206	0.633247615
LHX6.1	-0.962732618	0.492387737	NA
HSP90AB4P	1.036055766	0.492415476	NA
SNAP47.2	0.637958756	0.492514859	NA
OSTM1-AS1	-0.185516003	0.492542232	0.633511914
GFRA1	-0.499110499	0.492612428	NA
OBSL1.1	-0.211804046	0.492655237	0.633564434
MIR6845	-0.178907156	0.492665817	0.633564434
TSPAN4.1	-0.286054439	0.49270474	0.633564434
GPR62	-0.47764291	0.492740875	NA
PTCD3	0.238378181	0.492794055	0.633627125
OR2L3	-0.524796168	0.492803747	NA
AGBL5-AS1	0.71062373	0.493007574	NA
ZNF75D.1	-0.750369315	0.493039389	NA
TMSB15A	1.109708191	0.4931342	NA
GNG7	-0.564046465	0.493174831	NA
PRDM6	0.517945351	0.493178918	NA
LOC100126447	0.741159739	0.493192509	NA
LINC00908	0.360658672	0.493247536	0.634158006
GDF11	-0.629002081	0.493371734	NA
AVPR1B	0.786506635	0.493400496	NA
LOC101927847	0.498181206	0.493722766	0.634696188
ZP1	-0.502480783	0.49378216	0.634696188
SCN2B	0.86440919	0.493788027	0.634696188
IFT43.1	0.338960502	0.493857843	0.634733698
SCYL1	0.218960284	0.493963664	0.634817474
EMP3	-0.723322399	0.494128559	NA
ATP5IF1	0.319557349	0.494392419	0.635316221
NAA60.1	-0.85147806	0.494452509	NA
CARD6	0.833289183	0.494504705	NA
EARS2.1	0.413849443	0.494558058	0.635463344
PCDHB5	-0.213528299	0.494595504	0.635463344
RNU5F-1	-0.269498149	0.494628948	0.635463344
TEX41	-0.740810988	0.494864695	NA
GPN1.1	0.357892349	0.494897311	0.63575583
FAM117A	0.460308424	0.494958898	0.635773803
NLGN1-AS1	-0.777824008	0.494983417	NA
PDCL2	-0.400517647	0.494992702	0.635773803
RPAP1	0.268647329	0.495051216	0.635796682
ACR	-0.475655598	0.495213726	0.635953109
LINC01273	0.578676162	0.49537828	0.636112134
SYS1-DBNDD2	-0.626928663	0.495496323	NA
LINC01762	0.798489936	0.495497636	NA
KIFBP	0.188027281	0.495546061	0.636275277
RBM44	-0.965062327	0.495672419	NA
PDZD4	-0.503622521	0.495791472	0.636538061
OR2A7	0.598357732	0.495850475	NA
LOC101928718	0.422648664	0.49603859	0.636802992
PSMA1.1	0.269358477	0.496109615	0.636841836
PPIAP30	-0.31312205	0.496422397	0.637190983
KCNK3	0.730591613	0.496514308	NA
PMCHL2	-0.283679773	0.496655789	0.637438179
PCBD2	0.867425802	0.496687017	NA
STEAP2-AS1	0.732092436	0.49673752	0.637490701
GATD3A	0.340516494	0.49679523	0.637512387
LOC101927539	-0.296301211	0.496932501	0.637636159
ZC3H10.1	-0.81637851	0.497108282	0.63780932
TEDC1.1	0.337980565	0.497223495	0.637904748
IRGQ	-0.335485946	0.497304633	0.637956448
MIF4GD	-0.292726371	0.497367344	0.637984503
LRRC37B	1.033429172	0.497577508	NA
ARNT2	-0.660516426	0.497855334	NA
BMP5	0.313809299	0.497927716	0.638650863
GJB3	-0.77923048	0.498028098	NA
ARHGEF6.1	0.18986577	0.498044801	0.638748591
COX4I1	0.86501467	0.498088357	NA
LRP5.1	-0.249436586	0.49810126	0.638768556
FAM183BP	0.862367539	0.49812127	NA
FOXG1-AS1	-0.499945218	0.498177594	NA
CDRT15P2	0.6381477	0.498230418	NA
CIR1	-0.63492129	0.498241825	NA
OXT	0.318490959	0.49834737	0.639031708
UPK3A	-0.326340179	0.498452044	0.639069703
GTF2B	0.472610661	0.498458822	0.639069703
SRFBP1	-0.989989151	0.498492659	NA
PPWD1	-0.251770062	0.498600554	0.639198954
ZMAT4	-0.588169447	0.498648592	NA
SMURF2P1-LRRC37BP1	-0.253619709	0.498688278	0.639258952
FLJ33534	-0.542078591	0.498754279	NA
ATAD3B.1	0.319851567	0.498766998	0.6393074
GET1.1	0.722961486	0.498876646	NA
KCNQ3	1.025826845	0.498944605	NA
GPM6A.1	1.235515674	0.498982646	NA
SLC1A1	0.701821066	0.499078677	NA
ZNF304.1	-0.417216473	0.499275693	0.639854432
USF3	0.465214107	0.499275698	0.639854432
MRPL50	-0.496520691	0.499398316	0.639866846
PDZD2	0.371304612	0.499401378	0.639866846
POLR2L	0.309695139	0.49940827	0.639866846
CBX5.1	-0.451795669	0.499463251	NA
ALPG	-2.009407881	0.499466474	NA
HIRA	-0.515112331	0.49956752	NA
SYNPO	-0.182754206	0.499687795	0.640120646
ZFHX2	-0.826651608	0.499688314	0.640120646
EPB41L4A-DT	0.812548664	0.49983424	NA
TPM3P9	-0.697668426	0.499870671	NA
ZNF558.1	0.303717381	0.499892663	0.640312498
LOC100505736	-0.74302642	0.499895616	NA
AJAP1.1	0.519166688	0.499920058	0.640312498
GEM	-0.652906867	0.499965942	NA
NARF.1	0.372408983	0.499998495	0.640341812
OGFOD2.2	0.365371281	0.500024929	0.640341812
FAM242C	-0.714532198	0.500038437	NA
TLL2	0.657719404	0.500187989	NA
PSMC2.1	0.397165884	0.500232042	0.640554532
MED27.1	0.884119107	0.500335844	NA
H1-7	0.318758864	0.500348687	0.640651381
EPHA5-AS1	0.65953114	0.500588135	NA
LOC102724776	-0.240130812	0.500589752	0.640905084
LOC101928160	0.429339183	0.500633201	0.640905084
PPP1R3D	0.163180515	0.500669915	0.640905084
CYTH2	0.351199001	0.500716614	0.640912342
LINC02554	-0.454760825	0.500812636	NA
SLF2	-0.237882747	0.500913405	0.641103856
BTD.3	-0.141397392	0.5009613	0.641103856
MIR4666A	0.289243444	0.500989359	0.641103856
EEA1	-0.597648236	0.50114422	NA
NAA80	-0.156192286	0.501193821	0.641311482
ATRN.1	-0.46123916	0.501268932	0.641311482
OSTN	-0.486597857	0.501274771	0.641311482
TIGIT	-0.863837504	0.501455218	NA
LOC103171574	-0.351212237	0.50151791	0.64157
BAAT.2	-0.468944156	0.501610779	NA
ZNF785	-0.179411705	0.501757124	0.641823455
LINC00954	0.39271509	0.5018455	0.641837865
GSTP1	-0.146556215	0.501850566	0.641837865
SEMA4G	0.280445527	0.502002443	0.641979547
TINCR	-0.127086175	0.502155602	0.642122844
INKA2-AS1	-0.586568642	0.502266232	NA
STUB1-DT	0.279534523	0.502339253	0.642305105
DCAF5.2	-0.5611325	0.502391097	NA
DIAPH2-AS1	-0.992805359	0.502411384	NA
HSD17B11	-0.631913378	0.502440418	NA
LOC728673	0.882946498	0.502654239	0.642655252
IFNA8	-1.118597432	0.502690729	NA
RTEL1.2	0.726980451	0.502745838	NA
LZTFL1	0.284846746	0.502855235	0.642859615
RPGRIP1	0.726323275	0.502910113	NA
SCAMP1-AS1	-0.138287161	0.503012298	0.643007783
PCDHA7.1	-0.419502371	0.503261526	0.643224242
TMEM41A	-0.234558025	0.503263983	0.643224242
AKR7A2P1	-0.368465061	0.503329987	0.64325597
NADK.1	0.27846064	0.503454219	0.643362104
HEPACAM	0.195868061	0.503530229	0.643378767
NASP	-0.178886095	0.503549632	0.643378767
ISG20.1	0.368450073	0.503646401	0.643449777
SLC30A4.1	0.460079102	0.503752216	0.643532333
SMARCA2.1	-0.091124911	0.503908088	0.643678816
MAP1LC3C	1.005013407	0.50406418	NA
CSNK1G2-AS1	0.932973318	0.504072292	NA
COX7A1	0.376601905	0.504127145	0.64390598
PGAM5	-0.58398233	0.504206806	0.643955075
SNORD12B	0.509406149	0.504341166	NA
AOPEP.2	0.822212673	0.504396526	NA
LERFS.1	-0.625253059	0.504434453	0.644193149
FAT3.1	0.574556525	0.504447765	NA
DNASE1L1.1	-0.354463755	0.504604052	0.644357059
ZNF219.1	-0.594162577	0.504765108	0.644510034
SUPT6H	0.304277412	0.504830166	0.644540419
CYP2S1	0.849550076	0.505017121	NA
DLEU1	0.512692653	0.505096832	NA
CHORDC1P4	0.769018545	0.505331079	NA
RGS7	0.844729612	0.505574211	NA
IQANK1.1	-0.442923233	0.505635488	0.645515851
DCAF4L1	-0.236133808	0.505756383	0.645598431
SNORD8	0.264556247	0.505782831	0.645598431
DOCK7	0.816812422	0.505867313	NA
C11orf65	0.259734969	0.505953626	0.645763673
USP54.1	0.161118458	0.506012216	0.645785688
HDLBP.1	0.322752959	0.506120077	0.645870576
MIR8485	-0.64040853	0.506143481	NA
SNX25.1	-0.715804766	0.506249154	NA
CMIP	0.347243449	0.506256492	0.64599186
NR2F2.2	0.441098489	0.506297826	0.64599186
SLAIN1.2	-0.416052284	0.506349813	0.646005426
MAP3K2.1	-0.318012795	0.506451946	0.64608296
NCS1.1	-0.459120223	0.506485411	NA
GTF2A1.1	0.290810247	0.50650828	0.646102061
NUP50.1	-1.031275708	0.506555355	NA
FAM126A	-0.509192469	0.506630278	NA
NOSTRIN	-0.912847628	0.50663425	NA
ZBTB8B	0.317579416	0.506712657	0.646285187
ARL4C	1.39113455	0.506734586	0.646285187
LOC100505915	0.665444577	0.50692301	NA
CSF2RB	-0.689243927	0.506937249	NA
DST.1	-0.15674509	0.506944835	0.646500553
TXNL4A	0.403007122	0.50705723	0.646591101
RAD51B	0.836881005	0.507091566	NA
CFAP74	0.247585502	0.507106182	0.646600741
USP40.1	-0.341326726	0.507186887	0.646625858
CYP2E1	0.226427286	0.50720867	0.646625858
RASGRP1	-0.696651004	0.507248246	NA
BICD1.2	-1.057392054	0.507255549	NA
N4BP2L2-IT2	0.830709697	0.507348143	NA
ABCF3.1	0.841659219	0.507363891	NA
SNORA46	-0.346106949	0.507555829	0.64700793
CRHR2.1	0.448961153	0.507629745	0.64700793
SNORD116-1	0.177597079	0.507632622	0.64700793
ZFX.2	0.910851269	0.507644005	NA
LOC221946	-0.461364833	0.507673031	NA
GPC6-AS2	-0.499441487	0.507726117	NA
PMS1	0.477595663	0.507734405	0.647084861
LOC105274304	-0.706692334	0.507786847	NA
CASS4	-0.927500172	0.507801167	NA
ARID3A	0.390653582	0.50782591	0.647148682
LINC00539	0.283740949	0.50796361	0.647271356
NECAP1	-0.749865547	0.508019645	NA
PTGR2.1	-0.16268226	0.508062145	0.647344108
PDXP	0.21554044	0.508147403	0.647399934
TMEM220	0.379881853	0.508258637	0.647441551
ERFE	0.278813412	0.508262963	0.647441551
SNORA103	0.414956426	0.50858305	0.647796463
DHRS4-AS1	-0.211020266	0.50874888	0.647954851
LPAL2	0.896098891	0.508862375	0.647984949
EIF4G3.1	0.310447465	0.508885795	0.647984949
C1orf35	-0.461182772	0.508886055	NA
LRCH3.2	0.397645304	0.508924927	0.647984949
LYG2	0.177144113	0.508938438	0.647984949
LOC105379143.1	0.651083557	0.508948647	NA
MADD.2	0.183726384	0.509047677	0.648030311
HSPA5	-0.295722312	0.509057035	0.648030311
LINC01133	0.82030231	0.509110573	NA
MSTO2P	0.832191862	0.509139727	NA
PTP4A2	0.380267022	0.509163897	0.648113529
ODAD2P1	-0.265693063	0.509208817	0.648117895
PLEKHJ1	0.516275967	0.509292788	NA
SNORA77	-0.721946189	0.509301809	NA
SEC61A1	-0.344017584	0.509323027	0.648136374
S100A9	-0.42365333	0.509334076	0.648136374
LINC01772	0.782639224	0.50937926	NA
IDUA.1	0.2397869	0.509391402	0.648136374
NAA38.1	-0.490775205	0.509433346	0.648136374
LOC100506606	-0.180690743	0.509463176	0.648136374
FOXK2	-0.428076232	0.509476767	0.648136374
TNN	0.408911893	0.509513775	0.648136374
PCNX2.1	-0.478975496	0.509537352	NA
GBP2	0.587076455	0.509572508	NA
PPP1R3G	-0.364321944	0.509603106	0.648197225
LOC101928731	-0.656366383	0.509712334	NA
LMLN2	0.624271824	0.509931161	0.648516888
DNAH11	0.298703786	0.509937452	0.648516888
PSME1	-0.427023306	0.510014174	0.64855128
ZNF585A.1	0.479908023	0.510024714	NA
ANKRD1	0.341144987	0.510084771	0.64855128
GINS1	0.403959232	0.510089048	0.64855128
KCNAB2.2	-0.97590355	0.510177815	NA
EIF4E3.1	0.578458126	0.510238174	NA
CASP8.1	0.622177002	0.51028124	NA
LOC112268136	-0.63275146	0.510545474	NA
SNORA16B	0.893267459	0.510569727	NA
LOC105371046	0.952342315	0.510612968	NA
ZNF71	0.594573989	0.510757816	NA
WNT9A	-0.622172553	0.510786253	NA
IL10RB	-0.648099249	0.510880508	NA
NR2F1-AS1	-0.288368186	0.511029814	0.649694533
TSSC2	-0.690107312	0.511103019	NA
WFDC10A	-1.116663712	0.511153941	NA
ACTE1P	-1.413702947	0.511186705	NA
RAE1.1	0.438945155	0.511189924	NA
EML6	-0.446643457	0.511297266	0.649918573
LSAMP	0.319149809	0.511301734	0.649918573
SNORD4A	-0.197577672	0.511330854	0.649918573
ULK1	-0.702578978	0.511549684	NA
FSTL1	0.8787181	0.511556892	NA
SIX4	0.760450162	0.511572068	NA
WDR46	-0.546530009	0.511665931	NA
RAPGEF3.1	0.898947762	0.511729	NA
SIDT1	-0.199911773	0.511785808	0.65044391
NEDD4L.1	0.685495225	0.511869282	NA
TUSC1	-0.497465949	0.511938519	0.650517878
MAP3K4	0.147095832	0.511946797	0.650517878
NR2E3	-0.595559443	0.511968938	0.650517878
CYP3A5.1	0.36306734	0.512019603	0.650529339
FBXL13	0.250163459	0.51206558	0.650534843
ZIC3	-0.68378401	0.512261953	NA
LINC02070	-1.211554445	0.512341221	NA
SNORD13E	1.467135436	0.512394612	NA
SPTAN1	-0.255524157	0.512417473	0.650901414
GOLT1B	0.924662669	0.512418318	NA
SNORD11	0.744741856	0.512435539	NA
WARS2-IT1	-0.574774557	0.512476486	0.650901414
RPL12	-0.321276981	0.51247913	0.650901414
PRR7.2	-0.437337323	0.512609367	NA
PFN4	0.349736594	0.512624876	0.651033592
FAM27E2	-0.712294255	0.512626793	NA
STS	0.699839661	0.512716666	NA
HIPK4	0.894460201	0.512801443	NA
LOC105370401.1	0.602005757	0.512945884	NA
CITED1.2	0.535064599	0.512983482	NA
LOC441204	-0.398494927	0.513000671	0.651457888
IL11RA.1	0.482390701	0.513081505	0.651507575
RNF213	-0.762959605	0.513126058	NA
TCEAL4	0.793664919	0.513242413	NA
CTSS	-0.223980767	0.513243977	0.651660909
FBXO11.1	0.760110456	0.513422798	NA
GAD1.1	0.289506896	0.513497101	0.651844348
CCDC185	0.192408529	0.513502477	0.651844348
MIR30C2	0.220895569	0.513513639	0.651844348
NLRP2	-0.864151099	0.51353865	NA
NECTIN2.1	0.786112498	0.513598795	NA
LINC01588.1	0.742905186	0.513641345	NA
STK32C.1	-0.466291451	0.51374868	0.652089716
TULP3	-0.507684127	0.513892855	NA
LINC01476	-0.757887307	0.513898373	NA
DUS3L	0.282457612	0.513933449	0.652271239
LETM1	-0.574575265	0.513992157	NA
SNORD18C	-0.332394142	0.514286847	0.652598461
PHLDA3	0.821575299	0.514287207	NA
XPO6	0.281440757	0.514294944	0.652598461
TMEM168	0.258733638	0.514316603	0.652598461
MIR3657	-0.301372392	0.51437126	0.652614803
CDK2AP1.3	0.407325802	0.514465959	0.652625065
PDE12.2	0.17563494	0.514468155	0.652625065
GNL3.1	-0.174353743	0.514504684	0.652625065
CKS2	0.563595485	0.514578719	0.65263876
SSR4P1	0.287878022	0.51459904	0.65263876
SNORD58C	-0.654634879	0.514602045	NA
MIR6755	-0.310297806	0.514796231	0.652724298
MGAT4B.1	-0.168180198	0.514809509	0.652724298
NOP53	-0.309099885	0.514820149	0.652724298
SVIL-AS1.1	0.413854162	0.514833627	0.652724298
POR	0.354576194	0.515046624	0.652941349
GNA12	0.243845153	0.515130442	0.652955625
TERF2	-0.352684297	0.515141484	0.652955625
MIR548AT	-0.486550462	0.515191091	NA
RSRP1.1	0.16539804	0.515214725	0.652995474
CTC-338M12.4	0.315543373	0.515283049	0.653028648
AP3B2	0.427738782	0.515324508	0.653028648
POPDC2.1	-0.517820055	0.515542264	NA
GSTO1	-0.801593069	0.515686009	NA
NECTIN1.1	0.816787562	0.515734806	NA
ACAP2	-0.406868806	0.515831392	0.653617957
PDE4C.1	-0.903083838	0.516035365	NA
ZNF3	0.909313676	0.516191854	NA
FAM185BP	0.22778168	0.516211277	0.654046261
LMNB1-DT	0.105146729	0.51632436	0.654104165
TMSB15B-AS1.1	0.211903049	0.516378097	0.654104165
LINC01638	0.118438341	0.516382598	0.654104165
NKX2-2	0.840034227	0.516410413	NA
ETNPPL	0.638856784	0.516476984	NA
IFNGR1.1	-0.54423006	0.516569695	NA
CASTOR2	-0.192207161	0.516630931	0.654365668
MAN2A2	0.388150604	0.516656677	NA
SEMA4B.2	-0.37915139	0.516739299	0.654449861
C14orf132.1	0.897160846	0.51675606	NA
NCAM1.1	0.681186575	0.516911885	NA
FAM90A25P	-0.756583791	0.517006693	NA
SRP9	0.631521905	0.517010561	NA
MAP3K13.2	0.817523141	0.517078223	NA
GRIA2.2	0.574239945	0.517201252	NA
NSUN5P1.1	0.251675096	0.517207562	0.654989812
ARMCX5-GPRASP2.1	0.660308954	0.517341944	NA
C11orf94	0.359006368	0.517360719	0.655130657
CTNNA3	0.480313582	0.517435489	0.655142571
KCNG2	-0.583267658	0.517453146	NA
TNFRSF14-AS1	-0.412708079	0.517454006	0.655142571
MCCC1	-0.599726038	0.517493166	NA
SESN1.2	-0.549013033	0.517543681	0.655184037
DZIP1L	-0.41354248	0.517570643	0.655184037
HTR6	0.758012488	0.517720798	NA
VAX1.1	-0.531700533	0.517783783	NA
FAM131A.2	0.581666641	0.517861979	NA
RAD51B.1	0.355721832	0.517974047	0.655641568
